City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Lenggries,DE,47.6833,11.5667,44.78,96,100,2.17,overcast clouds
345,Gustavo Diaz Ordaz,MX,26.2333,-98.5833,91.94,43,3,1.01,clear sky
346,Hovd,MN,48.0056,91.6419,42.69,42,17,9.55,few clouds
347,Quatre Cocos,MU,-20.2078,57.7625,69.91,73,22,13.22,few clouds
348,Emerald,AU,-23.5333,148.1667,53.35,64,0,8.61,clear sky
349,Bereda,ES,43.2686,-7.5406,54.41,100,27,2.64,scattered clouds
350,Porto Novo,BJ,6.4965,2.6036,78.62,87,98,6.35,overcast clouds
351,Polovinnoye,RU,54.7914,65.9864,26.65,75,1,4.34,clear sky
352,Victoria,HK,22.2855,114.1577,83.25,88,98,4.0,light rain
353,Laguna,US,38.421,-121.4238,86.05,39,0,9.22,clear sky
354,Sorland,NO,67.667,12.6934,51.66,71,100,4.52,overcast clouds
355,Tuensang,IN,26.2833,94.8333,67.06,97,65,2.73,broken clouds
356,Havelock,US,34.8791,-76.9013,69.01,77,100,5.99,overcast clouds
357,Beipiao,CN,41.7919,120.7792,58.68,84,4,6.35,clear sky
358,Ulkan,RU,57.243,107.3223,30.58,98,94,3.36,overcast clouds
359,Kudahuvadhoo,MV,2.6708,72.8944,78.35,83,100,21.65,overcast clouds
360,Mindelo,CV,16.8901,-24.9804,83.75,70,40,24.16,scattered clouds
361,Fernley,US,39.608,-119.2518,83.05,24,1,5.01,clear sky
362,Nouadhibou,MR,20.931,-17.0347,80.58,61,43,16.11,sand
363,Marquette,US,46.5333,-87.6335,63.36,43,4,8.72,clear sky
364,Dunedin,NZ,-45.8742,170.5036,43.81,65,7,5.01,clear sky
365,Kargasok,RU,59.0556,80.8572,29.7,91,84,11.23,broken clouds
366,Hobe Sound,US,27.0595,-80.1364,78.94,75,99,19.98,overcast clouds
367,Luderitz,NA,-26.6481,15.1594,57.72,84,0,16.46,clear sky
368,Morros,BR,-9.4467,-46.3003,96.31,17,10,5.14,clear sky
369,Airai,TL,-8.9266,125.4092,60.96,93,61,1.36,broken clouds
370,Ponta Do Sol,PT,32.6667,-17.1,72.23,78,37,4.94,scattered clouds
371,Koygorodok,RU,60.445,50.9968,34.84,67,100,10.78,overcast clouds
372,Benguela,AO,-12.5763,13.4055,73.78,86,97,4.43,overcast clouds
373,Chunhuhub,MX,19.55,-88.6833,92.35,30,100,6.06,overcast clouds
374,Domoni,KM,-12.2569,44.5319,73.26,79,5,0.6,clear sky
375,Pochutla,MX,15.7432,-96.4661,85.82,78,75,3.56,broken clouds
376,Khandbari,NP,27.3747,87.2039,67.12,83,26,3.31,light rain
377,Ginda,IN,30.6945,78.4932,57.51,80,5,6.51,clear sky
378,Del Rio,US,29.3627,-100.8968,87.35,25,0,10.67,clear sky
379,Dengzhou,CN,37.8086,120.7508,65.37,89,2,9.35,clear sky
380,Vagur,FO,61.4732,-6.8119,50.72,83,100,26.91,overcast clouds
381,Valle De Allende,MX,26.9333,-105.4,74.82,33,8,13.53,clear sky
382,Barcelos,PT,41.5388,-8.6151,62.92,86,0,8.95,clear sky
383,Khandyga,RU,62.6667,135.6,26.65,90,100,3.02,overcast clouds
384,Basco,PH,20.4487,121.9702,83.59,76,67,16.46,broken clouds
385,Castro Marim,PT,37.2207,-7.4435,68.38,70,100,17.72,overcast clouds
386,San Carlos,VE,9.6612,-68.5827,82.24,82,100,1.86,overcast clouds
387,Damavand,IR,35.7178,52.065,63.41,20,0,4.36,clear sky
388,Wladyslawowo,PL,54.7909,18.4009,47.75,84,12,9.04,few clouds
389,Saint George,US,37.1041,-113.5841,91.44,29,55,3.0,broken clouds
390,Urusha,RU,54.05,122.9,15.31,99,73,2.86,broken clouds
391,Asau,RO,46.4333,26.4,58.28,82,39,5.48,scattered clouds
392,Davila,PH,18.4726,120.5763,79.92,79,17,5.86,few clouds
393,Duldurga,RU,50.6761,113.5931,39.6,87,100,3.53,light rain
394,Olafsvik,IS,64.8945,-23.7142,47.52,93,100,23.82,overcast clouds
395,Luanda,AO,-8.8368,13.2343,72.16,87,87,1.41,moderate rain
396,Lompoc,US,34.6391,-120.4579,86.14,72,18,5.99,few clouds
397,Acapulco,MX,16.8634,-99.8901,84.52,72,21,7.07,few clouds
398,Kajaani,FI,64.2273,27.7285,35.65,93,100,6.91,light rain
399,Esmeraldas,BR,-19.7625,-44.3139,77.11,57,32,6.49,scattered clouds
400,Brae,GB,60.3964,-1.353,51.44,87,82,11.92,broken clouds
401,Gold Coast,AU,-28.0,153.4333,57.0,90,21,3.44,few clouds
402,Maniitsoq,GL,65.4167,-52.9,37.92,97,100,13.67,light rain
403,Kinkala,CG,-4.3614,14.7644,77.02,67,55,1.92,light rain
404,Atbasar,KZ,51.8,68.3333,29.23,53,6,6.98,clear sky
405,Seddon,AU,-37.8068,144.8916,53.53,88,15,4.0,few clouds
406,Ahvaz,IR,31.3203,48.6693,82.35,24,0,4.61,clear sky
407,Raudeberg,NO,61.9875,5.1352,51.87,49,28,10.94,scattered clouds
408,Xinye,CN,32.5186,112.3522,72.75,45,95,3.51,overcast clouds
409,Avera,US,33.194,-82.5271,68.05,51,100,20.04,overcast clouds
410,Coihaique,CL,-45.5752,-72.0662,50.36,85,100,6.73,overcast clouds
411,Oussouye,SN,12.485,-16.5469,79.7,83,100,6.38,overcast clouds
412,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,70.83,79,99,6.24,overcast clouds
413,Nizhniy Kuranakh,RU,58.8353,125.4869,27.88,84,100,2.13,overcast clouds
414,Pafos,CY,34.7667,32.4167,76.78,57,0,2.3,clear sky
415,Nakamura,JP,32.9833,132.9333,68.77,96,52,2.73,broken clouds
416,Pitimbu,BR,-7.4706,-34.8086,77.58,76,48,12.39,scattered clouds
417,Ponta Delgada,PT,37.7333,-25.6667,72.5,60,75,3.44,broken clouds
418,Okhotsk,RU,59.3833,143.3,35.64,72,98,14.47,overcast clouds
419,Ardakan,IR,32.31,54.0175,79.43,13,0,1.74,clear sky
420,Stephenville,US,32.2207,-98.2023,93.99,23,0,6.91,clear sky
421,Manakara,MG,-22.1333,48.0167,64.02,80,0,3.27,clear sky
422,Jasper,US,37.2001,-94.3502,75.94,25,0,5.01,clear sky
423,Borogontsy,RU,62.6683,131.1683,23.74,85,77,5.82,broken clouds
424,Ureki,GE,41.9956,41.7786,66.16,85,2,4.83,clear sky
425,Pentaplatanon,GR,40.8167,22.4086,75.38,67,6,0.76,clear sky
426,Joshimath,IN,30.5667,79.5667,62.22,82,49,2.39,scattered clouds
427,Kommunar,RU,59.6206,30.39,45.93,96,100,6.29,overcast clouds
428,Nola,IT,40.922,14.5329,71.38,92,62,5.68,moderate rain
429,Garcia Hernandez,PH,9.6144,124.2946,78.44,89,100,9.06,overcast clouds
430,Bambous Virieux,MU,-20.3428,57.7575,67.21,72,17,13.06,few clouds
431,Houlton,US,46.1262,-67.8403,54.72,68,99,7.72,overcast clouds
432,Ust-Omchug,RU,61.15,149.6333,21.76,96,93,5.1,overcast clouds
433,Kazachinskoye,RU,57.6953,93.2761,33.84,99,100,4.43,light snow
434,Maningrida,AU,-12.0667,134.2667,76.12,80,72,9.22,broken clouds
435,Henties Bay,NA,-22.116,14.2845,56.12,93,21,3.02,few clouds
436,Itacare,BR,-14.2775,-38.9967,76.62,68,5,6.35,clear sky
437,Urumqi,CN,43.801,87.6005,49.15,82,40,11.18,scattered clouds
438,Puiesti,RO,46.4167,27.5,61.65,52,47,3.2,scattered clouds
439,Deputatskiy,RU,69.3,139.9,12.92,97,100,0.34,overcast clouds
440,Spassk,RU,52.747,87.7545,25.95,97,100,4.54,light snow
441,Barberton,ZA,-25.7884,31.0532,66.29,63,0,2.06,clear sky
442,Ojinaga,MX,29.5667,-104.4167,88.57,32,0,11.5,clear sky
443,Marau,BR,-28.4492,-52.2,54.64,85,100,5.59,overcast clouds
444,Severo-Kurilsk,RU,50.6789,156.125,46.87,76,60,31.97,broken clouds
445,Constantine,DZ,36.365,6.6147,65.61,63,0,9.22,clear sky
446,Bucovice,CZ,49.149,17.0019,54.14,89,100,3.15,overcast clouds
447,Komsomolskoye,RU,55.2567,47.5461,51.87,98,100,4.43,overcast clouds
448,Agirish,RU,61.9247,63.0231,25.29,76,14,2.01,few clouds
449,Sharlyk,RU,52.9167,54.75,41.52,93,100,17.58,overcast clouds
450,San Vicente De Canete,PE,-13.0751,-76.3835,65.93,68,21,7.74,few clouds
451,Natal,BR,-5.795,-35.2094,81.25,69,75,11.5,broken clouds
452,Hofn,IS,64.2539,-15.2082,47.32,97,100,13.27,moderate rain
453,Tual,ID,-5.6667,132.75,82.6,75,100,8.97,overcast clouds
454,Yaan,NG,7.3833,8.5667,74.05,91,30,3.65,scattered clouds
455,Jackson,US,42.4165,-122.8345,73.74,47,8,5.01,clear sky
456,Scottsbluff,US,41.8666,-103.6672,85.55,25,87,14.9,overcast clouds
457,San Cristobal,VE,7.7669,-72.225,82.89,50,68,3.49,broken clouds
458,Vao,NC,-22.6667,167.4833,74.08,78,100,18.32,light rain
459,Moose Factory,CA,51.2585,-80.6094,65.59,33,37,14.92,scattered clouds
460,Gazojak,TM,41.1875,61.4036,62.62,27,60,14.47,broken clouds
461,Seydi,TM,39.4816,62.9137,68.41,21,100,11.74,overcast clouds
462,Codrington,AU,-38.2667,141.9667,45.09,95,98,7.29,overcast clouds
463,Cobija,BO,-11.0267,-68.7692,73.9,87,89,6.08,light rain
464,Hailar,CN,49.2,119.7,39.83,64,100,9.8,overcast clouds
465,Fairbanks,US,64.8378,-147.7164,54.09,59,67,3.38,broken clouds
466,Deoria,IN,26.5047,83.7872,76.93,75,8,4.56,clear sky
467,Dawei,MM,14.0833,98.2,75.58,96,100,5.26,light rain
468,Porosozero,RU,62.7191,32.727,36.66,98,100,7.27,light rain
469,Sabaudia,IT,41.3003,13.0282,68.47,93,100,5.79,overcast clouds
470,Teluk Nibung,ID,3.001,99.8164,76.75,91,100,2.51,overcast clouds
471,Dolinsk,RU,47.35,142.8,49.78,91,62,10.27,broken clouds
472,Nantucket,US,41.2835,-70.0995,64.09,58,100,19.13,overcast clouds
473,Buckingham,GB,51.9997,-0.9878,56.44,61,88,1.01,overcast clouds
474,Amapa,BR,1.0,-52.0,85.57,52,99,5.75,overcast clouds
475,Berlevag,NO,70.8578,29.0864,42.75,75,0,11.5,clear sky
476,Belaya Gora,RU,68.5333,146.4167,21.09,87,56,5.03,broken clouds
477,Tiznit,MA,29.5833,-9.5,63.48,79,66,7.36,broken clouds
478,Tortoli,IT,39.9256,9.6572,67.51,77,64,7.94,broken clouds
479,Port Moresby,PG,-9.4431,147.1797,75.31,87,16,3.8,few clouds
480,Wamba,NG,8.9333,8.6,72.55,93,39,1.23,light rain
481,Manhattan,US,40.7834,-73.9662,69.94,49,75,11.99,broken clouds
482,Grand-Lahou,CI,5.1367,-5.0242,75.27,91,9,5.68,clear sky
483,Bardiyah,LY,31.7561,25.0865,81.19,71,0,7.96,clear sky
484,Alakurtti,RU,66.9672,30.3491,36.86,78,100,8.88,overcast clouds
485,Lashio,MM,22.9333,97.75,67.59,99,87,2.24,overcast clouds
486,Rumoi,JP,43.9344,141.6428,58.95,92,61,6.78,broken clouds
487,Nome,US,64.5011,-165.4064,42.17,89,100,8.77,light rain
488,Nanortalik,GL,60.1432,-45.2371,41.0,95,91,13.06,overcast clouds
489,Poquoson,US,37.1224,-76.3458,69.01,68,100,7.0,overcast clouds
490,Alanya,TR,36.5438,31.9998,78.66,68,0,4.25,clear sky
491,Sakakah,SA,29.9697,40.2064,80.64,26,0,7.23,clear sky
492,Vilyuysk,RU,63.7553,121.6247,23.76,96,89,3.98,overcast clouds
493,Dumas,US,35.8656,-101.9732,86.61,19,0,12.66,clear sky
494,Ngunguru,NZ,-35.6167,174.5,61.59,96,100,14.12,light rain
495,Ostrovnoy,RU,68.0531,39.5131,35.87,69,99,10.4,overcast clouds
496,Hihya,EG,30.6713,31.588,77.38,67,0,7.63,clear sky
497,Murighiol,RO,45.0333,29.1667,68.49,84,21,5.53,few clouds
498,Dwarka,IN,22.2394,68.9678,80.19,70,48,7.43,scattered clouds
499,San Quintin,MX,30.4833,-115.95,76.66,67,5,9.08,clear sky
500,Dakar,SN,14.6937,-17.4441,81.48,81,97,10.69,overcast clouds
501,Ukiah,US,39.1502,-123.2078,84.43,45,0,1.99,clear sky
502,Rawson,AR,-43.3002,-65.1023,76.05,28,0,24.81,clear sky
503,Brewster,US,41.3973,-73.6171,65.26,63,6,1.99,clear sky
504,Eydhafushi,MV,5.1033,73.0708,80.58,76,53,12.17,broken clouds
505,Simav,TR,39.0882,28.9777,62.91,65,0,3.09,clear sky
506,Jibuti,DJ,11.5,42.5,82.72,58,3,9.62,clear sky
507,Noumea,NC,-22.2763,166.4572,69.78,84,100,2.44,light rain
508,Dolores,AR,-36.3132,-57.6792,59.9,36,100,12.37,overcast clouds
509,Goma,CD,-1.6792,29.2228,62.22,85,59,4.0,broken clouds
510,Poum,NC,-20.2333,164.0167,77.45,79,99,18.39,overcast clouds
511,Sechura,PE,-5.5569,-80.8222,76.78,54,13,16.62,few clouds
512,Pekalongan,ID,-6.8886,109.6753,76.01,78,94,4.32,overcast clouds
513,Nuuk,GL,64.1835,-51.7216,36.88,100,100,8.01,overcast clouds
514,Port Macquarie,AU,-31.4333,152.9167,60.89,88,75,12.66,broken clouds
515,Wajima,JP,37.4,136.9,67.17,70,0,2.64,clear sky
516,Olinda,BR,-8.0089,-34.8553,80.33,65,20,8.05,few clouds
517,Katsuura,JP,35.1333,140.3,68.34,81,100,10.51,overcast clouds
518,Iberia,US,29.9502,-91.7507,75.27,31,0,11.5,clear sky
519,Balad,IQ,34.0164,44.1453,82.17,23,0,8.61,clear sky
520,Preeceville,CA,51.95,-102.6677,78.49,25,6,8.41,clear sky
521,Carbondale,US,37.7273,-89.2168,71.06,43,0,6.91,clear sky
522,Rajpipla,IN,21.8667,73.5,77.95,80,43,2.64,scattered clouds
523,Teykovo,RU,56.858,40.5369,48.79,92,100,5.26,overcast clouds
524,Rorvik,NO,64.8621,11.2373,51.91,71,40,4.61,light intensity shower rain
525,Rio Cuarto,AR,-33.1307,-64.3499,70.34,23,93,13.47,overcast clouds
526,Hualmay,PE,-11.0964,-77.6139,65.97,70,6,12.26,clear sky
527,Pinega,RU,64.7001,43.3936,34.7,79,100,9.37,overcast clouds
528,Krasnoselkup,RU,65.7,82.4667,25.74,88,38,8.25,scattered clouds
529,Kirakira,SB,-10.4544,161.9205,79.86,83,28,7.81,scattered clouds
530,Salym,RU,60.0625,71.4789,24.6,84,13,4.9,few clouds
531,Amga,RU,60.8953,131.9608,26.2,76,100,1.83,overcast clouds
532,Kemijarvi,FI,66.7131,27.4306,36.09,83,100,7.14,overcast clouds
533,Kelo,TD,9.3086,15.8066,72.43,88,99,2.15,overcast clouds
534,Qianan,CN,44.9932,124.0581,57.81,91,100,5.21,overcast clouds
535,High River,CA,50.5834,-113.8687,68.09,64,100,13.11,overcast clouds
536,Los Llanos De Aridane,ES,28.6585,-17.9182,69.55,85,75,14.97,broken clouds
537,Bardsir,IR,29.9227,56.5743,63.7,19,2,3.11,clear sky
538,Andenes,NO,69.3143,16.1194,47.93,81,0,5.75,clear sky
539,Lamu,KE,-2.2717,40.902,75.42,83,43,15.7,scattered clouds
540,Veriora,EE,58.0079,27.3551,45.66,94,100,3.13,overcast clouds
541,Puerto Madryn,AR,-42.7692,-65.0385,74.73,31,0,25.68,clear sky
542,Okha,RU,53.5739,142.9478,39.67,69,100,7.02,overcast clouds
543,Mexticacan,MX,21.2654,-102.7798,76.3,29,3,6.15,clear sky
544,Lake City,US,30.1897,-82.6393,73.65,56,100,14.97,overcast clouds
545,Muncar,ID,-8.4333,114.3333,76.05,88,100,2.82,overcast clouds
546,Glendive,US,47.1053,-104.7125,84.49,30,0,6.91,clear sky
547,Shimoda,JP,34.6667,138.95,65.1,85,97,13.73,overcast clouds
548,Roxana,CR,10.2753,-83.7513,86.04,89,96,3.94,overcast clouds
549,Lugovoy,KZ,42.9472,72.7644,52.68,44,100,5.03,overcast clouds
550,Sibolga,ID,1.7427,98.7792,76.17,92,100,2.95,moderate rain
551,Harsin,IR,34.2721,47.5861,67.6,18,0,2.46,clear sky
552,Yatou,CN,37.15,122.3833,64.27,87,0,8.1,clear sky
553,Lebyazhye,RU,55.2689,66.4947,26.44,77,0,1.7,clear sky
554,Verkh-Chebula,RU,56.0308,87.6218,28.2,89,94,8.3,overcast clouds
555,Resistencia,AR,-27.4606,-58.9839,72.09,63,100,9.28,overcast clouds
556,Gogrial,SS,8.5332,28.1004,71.01,89,100,7.74,light rain
557,Lixourion,GR,38.2019,20.4314,69.8,88,20,0.0,few clouds
558,Alugan,PH,12.2188,125.4808,80.06,82,100,9.89,overcast clouds
559,Hobyo,SO,5.3505,48.5268,77.02,83,74,20.69,broken clouds
560,Mogadishu,SO,2.0371,45.3438,77.59,83,100,16.75,overcast clouds
561,Todos Santos,MX,23.45,-110.2167,90.3,82,2,9.69,clear sky
562,Tesistan,MX,20.7833,-103.4833,79.45,32,5,5.82,clear sky
563,San Juan,AR,-31.5375,-68.5364,69.73,31,96,7.2,overcast clouds
564,North Bend,US,43.4065,-124.2243,66.92,98,100,9.22,mist
565,Orlik,RU,52.5178,99.825,36.5,89,82,2.48,broken clouds
566,Malanje,AO,-9.5402,16.341,66.04,87,36,2.73,light rain
567,Nchelenge,ZM,-9.3451,28.734,73.56,63,16,4.21,few clouds
568,Tebingtinggi,ID,3.3285,99.1625,74.8,97,100,4.99,overcast clouds
569,Cervo,ES,43.6702,-7.4101,58.96,74,29,9.71,scattered clouds
570,Aviles,ES,43.5547,-5.9248,61.99,67,40,6.91,scattered clouds
571,Denpasar,ID,-8.65,115.2167,78.46,94,40,1.14,scattered clouds
572,Baykit,RU,61.67,96.37,26.89,77,93,3.56,overcast clouds
573,Cravo Norte,CO,6.3017,-70.2041,90.7,50,77,2.62,broken clouds
574,Vila Velha,BR,-20.3297,-40.2925,71.94,91,88,13.31,overcast clouds
575,Holguin,CU,20.8872,-76.2631,76.5,94,75,13.8,broken clouds
576,Kamenka,RU,51.3223,42.7678,54.84,77,91,4.12,overcast clouds
577,Sabang,ID,5.8933,95.3214,79.07,87,100,24.29,moderate rain
578,Weatherford,US,32.7593,-97.7972,88.23,33,0,10.56,clear sky
579,Khorixas,NA,-20.3667,14.9667,71.08,23,1,10.25,clear sky
580,Nouakchott,MR,18.0858,-15.9785,87.73,82,89,13.94,overcast clouds
581,Chengde,CN,40.9725,117.9361,57.42,69,3,1.25,clear sky
582,Kutum,SD,14.2,24.6667,77.85,46,65,12.75,broken clouds
583,Novo Aripuana,BR,-5.1206,-60.3797,99.1,27,100,5.19,overcast clouds
584,Charters Towers,AU,-20.1,146.2667,61.47,47,5,8.7,clear sky
585,Mapastepec,MX,15.4333,-92.9,86.76,66,89,6.53,overcast clouds
586,Griffith,US,41.5284,-87.4237,67.14,58,0,6.91,clear sky
587,Buarcos,PT,40.166,-8.8768,62.67,80,3,20.49,clear sky
588,Zvishavane,ZW,-20.3267,30.0665,66.13,50,0,5.64,clear sky
589,Aklavik,CA,68.2191,-135.0107,32.97,97,67,10.0,broken clouds
590,Clifton,US,40.8584,-74.1638,69.76,49,0,13.8,clear sky
591,Keelung,TW,25.1283,121.7419,82.09,88,12,8.39,few clouds
592,Conde,BR,-7.2597,-34.9075,78.26,78,20,13.8,few clouds
593,Ilhabela,BR,-23.7781,-45.3581,64.11,90,100,7.9,overcast clouds
594,Mezen,RU,65.8522,44.24,31.57,68,81,9.35,broken clouds
595,Manuk Mangkaw,PH,4.8,119.85,82.74,77,91,11.34,overcast clouds
596,Porbandar,IN,21.6422,69.6093,79.57,72,8,6.71,clear sky
597,Kruisfontein,ZA,-34.0033,24.7314,61.0,88,100,9.62,overcast clouds
598,Camocim,BR,-2.9022,-40.8411,81.84,70,30,20.51,scattered clouds
599,Riberalta,BO,-10.9833,-66.1,66.4,100,100,9.22,overcast clouds
600,Sulangan,PH,11.1373,123.7228,79.79,85,100,8.55,light rain
601,Herat,AF,34.5,62.0,69.53,19,0,7.83,clear sky
602,Coquimbo,CL,-29.9533,-71.3436,59.36,77,5,8.81,clear sky
603,Agadir,MA,30.4202,-9.5982,68.45,61,0,4.29,clear sky
604,Le Port,RE,-20.9373,55.2919,73.89,100,2,1.5,clear sky
605,Luwuk,ID,-0.9516,122.7875,76.17,88,21,1.99,heavy intensity rain
606,Pravda,RU,46.9396,142.009,48.87,91,73,7.74,broken clouds
607,Prince Rupert,CA,54.3161,-130.3201,62.15,78,79,4.23,broken clouds
608,Seminole,US,28.7086,-81.2081,74.05,94,100,21.85,light rain
609,Russell,US,32.3502,-85.1999,76.96,31,0,12.66,clear sky
610,Vanavara,RU,60.34,102.2797,24.24,84,24,4.32,few clouds
611,Moussoro,TD,13.6408,16.4901,87.53,46,20,6.82,few clouds
612,Kempele,FI,64.9131,25.5034,41.13,70,0,10.36,clear sky
613,Arman,RU,59.7,150.1667,34.18,79,83,7.94,broken clouds
614,Bandarbeyla,SO,9.4942,50.8122,77.81,84,38,24.14,scattered clouds
615,Half Moon Bay,US,37.4636,-122.4286,84.42,69,0,10.36,haze
616,Romanovka,RU,51.7443,42.7527,54.63,78,94,3.83,overcast clouds
617,Fort Nelson,CA,58.8053,-122.7002,60.67,43,23,3.47,few clouds
618,Bure,ET,10.7,37.0667,53.71,96,13,4.56,light rain
619,Jangipur,IN,24.4667,88.0667,79.68,80,82,4.07,broken clouds
620,Kurumkan,RU,54.3,110.3,34.34,78,96,3.4,overcast clouds
621,Wajir,KE,1.7471,40.0573,80.24,51,100,23.0,overcast clouds
622,Te Anau,NZ,-45.4167,167.7167,35.96,87,6,2.46,clear sky
623,Gedo,ET,9.0167,37.45,52.29,88,100,2.95,overcast clouds
624,Thai Binh,VN,20.45,106.3333,75.74,97,100,6.85,overcast clouds
625,Abha,SA,18.2164,42.5053,64.65,52,0,5.75,clear sky
626,Qui Nhon,VN,13.7667,109.2333,78.53,84,100,4.14,overcast clouds
627,Cabungan,PH,16.3365,119.9991,80.91,81,85,5.7,overcast clouds
628,Oneida,US,43.2001,-75.4663,60.46,58,40,8.05,scattered clouds
629,Tiruchchendur,IN,8.4833,78.1167,80.01,79,100,14.67,overcast clouds
630,Mandali,IQ,33.7499,45.5541,84.58,13,0,9.26,clear sky
631,Goiatuba,BR,-18.0125,-49.3547,84.16,39,56,6.93,broken clouds
632,Paamiut,GL,61.994,-49.6678,40.39,79,100,20.54,overcast clouds
633,Hurghada,EG,27.2574,33.8129,86.79,41,0,10.85,clear sky
634,Anloga,GH,5.7947,0.8973,77.74,83,11,9.42,few clouds
635,Buala,SB,-8.145,159.5921,79.38,79,17,4.65,few clouds
636,Iranshahr,IR,27.2025,60.6848,81.86,50,0,1.45,clear sky
637,Paita,PE,-5.0892,-81.1144,68.76,72,13,18.79,few clouds
638,Pyapon,MM,16.2833,95.6833,75.63,97,100,8.43,light rain
639,Shakiso,ET,5.75,38.9167,58.84,96,100,1.23,light rain
640,Horki,BY,54.2861,30.9842,52.11,82,100,9.42,overcast clouds
641,Pak Kret,TH,13.913,100.4988,81.0,90,20,4.61,few clouds
642,Husavik,IS,66.0449,-17.3389,46.11,83,100,9.24,overcast clouds
643,Havoysund,NO,70.9963,24.6622,44.83,77,83,12.5,broken clouds
644,Darhan,MN,49.4867,105.9228,43.05,91,99,4.74,overcast clouds
645,Bagamoyo,TZ,-6.4333,38.9,73.85,80,82,7.29,broken clouds
646,Labuhan,ID,-6.8844,112.2051,78.17,81,100,7.49,overcast clouds
647,Xingyi,CN,24.1877,102.817,58.89,95,100,3.74,overcast clouds
648,Sobolevo,RU,54.4299,31.8996,51.08,81,98,9.62,overcast clouds
649,Luganville,VU,-15.5333,167.1667,78.73,70,20,6.15,few clouds
650,Mattru,SL,7.6244,-11.8332,72.07,99,100,1.68,light rain
651,Aswan,EG,24.0934,32.907,92.21,16,0,10.54,clear sky
652,Kitakata,JP,37.65,139.8667,57.11,90,1,1.54,clear sky
653,Zeya,RU,53.75,127.2667,24.6,98,30,3.13,scattered clouds
654,Menongue,AO,-14.6585,17.691,75.67,28,95,3.94,overcast clouds
655,Aranda De Duero,ES,41.6704,-3.6892,51.04,71,85,16.26,overcast clouds
656,Lithgow,AU,-33.4833,150.15,41.56,92,43,8.03,scattered clouds
657,Mabaruma,GY,8.2,-59.7833,83.25,77,100,7.14,overcast clouds
658,Poso,ID,-1.3959,120.7524,76.26,87,93,4.34,overcast clouds
659,Melendugno,IT,40.2747,18.3368,72.05,72,3,11.9,clear sky
660,Key West,US,24.5557,-81.7826,84.2,73,100,16.11,overcast clouds
661,Zhanaozen,KZ,43.3,52.8,67.5,28,13,11.81,few clouds
662,Kifri,IQ,34.6959,44.9661,83.88,14,0,8.52,clear sky
663,Channel-Port Aux Basques,CA,47.5702,-59.1367,53.67,86,98,12.08,overcast clouds
664,Ambon,ID,-3.6954,128.1814,75.34,100,40,8.05,scattered clouds
665,Marawi,PH,7.9986,124.2928,68.43,93,100,1.54,overcast clouds
666,Dehloran,IR,32.6941,47.2679,85.89,12,0,2.08,clear sky
667,Leh,IN,34.1667,77.5833,47.91,58,26,3.62,scattered clouds
668,Medea,DZ,36.2642,2.7539,59.83,44,100,14.29,overcast clouds
669,Fuling,CN,29.7022,107.3919,71.51,77,98,0.27,overcast clouds
670,Abu Samrah,SY,35.3029,37.1841,73.27,66,0,7.99,clear sky
671,Vasilyevskiy Mokh,RU,57.0132,35.919,48.47,88,100,8.25,overcast clouds
672,Vryburg,ZA,-26.9566,24.7284,68.54,31,0,11.36,clear sky
673,Mirnyy,RU,62.5353,113.9611,14.67,98,64,2.53,broken clouds
674,Newport,GB,51.5877,-2.9984,54.63,79,100,5.37,overcast clouds
675,Tafalla,ES,42.5269,-1.6745,58.08,76,99,9.78,overcast clouds
676,Tura,IN,25.5198,90.2201,73.17,94,23,3.78,few clouds
677,Lamar,US,33.6668,-95.5836,79.9,33,0,9.22,clear sky
678,Tilichiki,RU,60.4667,166.1,41.59,95,100,11.39,moderate rain
679,Sooke,CA,48.3746,-123.7276,70.41,53,27,5.39,scattered clouds
680,Riyadh,SA,24.6877,46.7219,82.54,14,0,7.92,clear sky
681,Salamiyah,SY,35.0113,37.0532,71.82,66,0,6.78,clear sky
